Episode,Total_Reward,Moving_Average
3980,1438.0,1096.98
3981,1684.0,1107.72
3982,713.0,1108.75
3983,1324.0,1108.53
3984,634.0,1104.45
3985,1854.0,1108.74
3986,654.0,1100.97
3987,437.0,1091.96
3988,1292.0,1089.2
3989,244.0,1081.06
3990,1666.0,1084.33
3991,1311.0,1083.94
3992,1335.0,1083.83
3993,1342.0,1086.71
3994,1343.0,1086.82
3995,1040.0,1083.0
3996,1408.0,1083.8
3997,1341.0,1083.98
3998,792.0,1084.19
3999,1848.0,1092.23
4000,605.0,1085.03
4001,1428.0,1096.92
4002,1342.0,1103.95
4003,1340.0,1104.11
4004,1332.0,1104.24
4005,247.0,1092.48
4006,631.0,1092.7
4007,734.0,1085.81
4008,597.0,1085.38
4009,2307.0,1097.99
4010,1318.0,1105.06
4011,616.0,1096.89
4012,800.0,1091.5
4013,1059.0,1094.07
4014,1570.0,1095.59
4015,1771.0,1106.92
4016,1431.0,1114.11
4017,1567.0,1116.38
4018,609.0,1116.39
4019,248.0,1099.78
4020,248.0,1087.92
4021,608.0,1080.67
4022,1437.0,1081.61
4023,1411.0,1081.38
4024,2961.0,1100.55
4025,1338.0,1107.94
4026,1341.0,1110.65
4027,251.0,1099.11
4028,1050.0,1093.05
4029,736.0,1086.1
4030,599.0,1077.82
4031,812.0,1072.52
4032,1341.0,1077.77
4033,1339.0,1078.3
4034,1429.0,1082.13
4035,1412.0,1088.13
4036,1037.0,1085.09
4037,1423.0,1093.13
4038,813.0,1085.62
4039,2307.0,1098.34
4040,1433.0,1110.39
4041,1416.0,1111.16
4042,1044.0,1107.34
4043,1842.0,1123.26
4044,1331.0,1128.47
4045,1419.0,1129.51
4046,640.0,1129.52
4047,1039.0,1126.64
4048,1340.0,1137.55
4049,1343.0,1143.68
4050,611.0,1143.39
4051,1338.0,1139.97
4052,1030.0,1139.92
4053,1056.0,1137.36
4054,1428.0,1138.27
4055,1425.0,1150.05
4056,1144.0,1155.24
4057,639.0,1148.27
4058,1322.0,1155.16
4059,1432.0,1157.9
4060,1428.0,1160.63
4061,1043.0,1164.65
4062,1346.0,1171.83
4063,617.0,1163.64
4064,1412.0,1163.47
4065,1046.0,1160.5
4066,1688.0,1167.41
4067,1302.0,1166.08
4068,1421.0,1169.86
4069,1346.0,1170.03
4070,814.0,1164.71
4071,1333.0,1167.6
4072,1344.0,1175.25
4073,1323.0,1174.97
4074,718.0,1168.95
4075,1056.0,1168.87
4076,1344.0,1167.92
4077,1644.0,1177.88
4078,1415.0,1183.9
4079,1578.0,1186.35
4080,644.0,1178.41
4081,1686.0,1178.43
4082,2227.0,1193.57
4083,1417.0,1194.5
4084,1319.0,1201.35
4085,1342.0,1196.23
4086,1405.0,1203.74
4087,1316.0,1212.53
4088,1346.0,1213.07
4089,1573.0,1226.36
4090,1039.0,1220.09
4091,1008.0,1217.06
4092,1030.0,1214.01
4093,1321.0,1213.8
4094,1055.0,1210.92
4095,1337.0,1213.89
4096,1327.0,1213.08
4097,816.0,1207.83
4098,600.0,1205.91
4099,652.0,1193.95
4100,1326.0,1201.16
4101,1416.0,1201.04
4102,1844.0,1206.06
4103,1060.0,1203.26
4104,602.0,1195.96
4105,1346.0,1206.95
4106,1846.0,1219.1
4107,1425.0,1226.01
4108,607.0,1226.11
4109,1434.0,1217.38
4110,1324.0,1217.44
4111,1428.0,1225.56
4112,247.0,1220.03
4113,1341.0,1222.85
4114,1336.0,1220.51
4115,1037.0,1213.17
4116,1424.0,1213.1
4117,1556.0,1212.99
4118,610.0,1213.0
4119,746.0,1217.98
4120,1423.0,1229.73
4121,745.0,1231.1
4122,1065.0,1227.38
4123,819.0,1221.46
4124,817.0,1200.02
4125,639.0,1193.03
4126,1038.0,1190.0
4127,1317.0,1200.66
4128,747.0,1197.63
4129,806.0,1198.33
4130,561.0,1197.95
4131,1804.0,1207.87
4132,1340.0,1207.86
4133,606.0,1200.53
4134,1022.0,1196.46
4135,742.0,1189.76
4136,609.0,1185.48
4137,2328.0,1194.53
4138,1917.0,1205.57
4139,1039.0,1192.89
4140,1701.0,1195.57
4141,1345.0,1194.86
4142,1310.0,1197.52
4143,756.0,1186.66
4144,1341.0,1186.76
4145,251.0,1175.08
4146,1574.0,1184.42
4147,651.0,1180.54
4148,1573.0,1182.87
4149,1912.0,1188.56
4150,809.0,1190.54
4151,1341.0,1190.57
4152,1827.0,1198.54
4153,1429.0,1202.27
4154,1151.0,1199.5
4155,243.0,1187.68
4156,609.0,1182.33
4157,1631.0,1192.25
4158,2347.0,1202.5
4159,625.0,1194.43
4160,237.0,1182.52
4161,1423.0,1186.32
4162,1052.0,1183.38
4163,609.0,1183.3
4164,236.0,1171.54
4165,1330.0,1174.38
4166,1320.0,1170.7
4167,605.0,1163.73
4168,809.0,1157.61
4169,821.0,1152.36
4170,1432.0,1158.54
4171,651.0,1151.72
4172,1705.0,1155.33
4173,649.0,1148.59
4174,1433.0,1155.74
4175,633.0,1151.51
4176,1424.0,1152.31
4177,625.0,1142.12
4178,633.0,1134.3
4179,1432.0,1132.84
4180,1342.0,1139.82
4181,1334.0,1136.3
4182,609.0,1120.12
4183,1430.0,1120.25
4184,1559.0,1122.65
4185,1857.0,1127.8
4186,1028.0,1124.03
4187,724.0,1118.11
4188,1288.0,1117.53
4189,1327.0,1115.07
4190,1672.0,1121.4
4191,1430.0,1125.62
4192,1323.0,1128.55
4193,1054.0,1125.88
4194,1312.0,1128.45
4195,1345.0,1128.53
4196,1342.0,1128.68
4197,1432.0,1134.84
4198,1423.0,1143.07
4199,1042.0,1146.97
4200,1289.0,1146.6
4201,1427.0,1146.71
4202,629.0,1134.56
4203,2180.0,1145.76
4204,616.0,1145.9
4205,1427.0,1146.71
4206,1342.0,1141.67
4207,1054.0,1137.96
4208,1416.0,1146.05
4209,810.0,1139.81
4210,1332.0,1139.89
4211,1431.0,1139.92
4212,610.0,1143.55
4213,653.0,1136.67
4214,1414.0,1137.45
4215,612.0,1133.2
4216,651.0,1125.47
4217,1340.0,1123.31
4218,1433.0,1131.54
4219,755.0,1131.63
4220,1427.0,1131.67
4221,1425.0,1138.47
4222,1696.0,1144.78
4223,607.0,1142.66
4224,631.0,1140.8
4225,1333.0,1147.74
4226,649.0,1143.85
4227,816.0,1138.84
4228,1433.0,1145.7
4229,602.0,1143.66
4230,1835.0,1156.4
4231,1429.0,1152.65
4232,1431.0,1153.56
4233,1053.0,1158.03
4234,1432.0,1162.13
4235,1344.0,1168.15
4236,1343.0,1175.49
4237,1041.0,1162.62
4238,1347.0,1156.92
4239,652.0,1153.05
4240,1036.0,1146.4
4241,728.0,1140.23
4242,1339.0,1140.52
4243,653.0,1139.49
4244,1432.0,1140.4
4245,818.0,1146.07
4246,818.0,1138.51
4247,651.0,1138.51
4248,622.0,1129.0
4249,1336.0,1123.24
4250,1323.0,1128.38
4251,1429.0,1129.26
4252,1431.0,1125.3
4253,816.0,1119.17
4254,1435.0,1122.01
4255,1056.0,1130.14
4256,1314.0,1137.19
4257,1423.0,1135.11
4258,1338.0,1125.02
4259,1319.0,1131.96
4260,613.0,1135.72
4261,1322.0,1134.71
4262,1308.0,1137.27
4263,1427.0,1145.45
4264,624.0,1149.33
4265,1327.0,1149.3
4266,1434.0,1150.44
4267,1346.0,1157.85
4268,609.0,1155.85
4269,1426.0,1161.9
4270,1027.0,1157.85
4271,1051.0,1161.85
4272,1429.0,1159.09
4273,1328.0,1165.88
4274,641.0,1157.96
4275,1425.0,1165.88
4276,1043.0,1162.07
4277,1426.0,1170.08
4278,713.0,1170.88
4279,1287.0,1169.43
4280,1432.0,1170.33
4281,648.0,1163.47
4282,782.0,1165.2
4283,237.0,1153.27
4284,1047.0,1148.15
4285,1440.0,1143.98
4286,1321.0,1146.91
4287,1434.0,1154.01
4288,732.0,1148.45
4289,1398.0,1149.16
4290,1045.0,1142.89
4291,1428.0,1142.87
4292,1430.0,1143.94
4293,734.0,1140.74
4294,1431.0,1141.93
4295,1343.0,1141.91
4296,1039.0,1138.88
4297,1336.0,1137.92
4298,1319.0,1136.88
4299,626.0,1132.72
4300,818.0,1128.01
4301,2325.0,1136.99
4302,815.0,1138.85
4303,1028.0,1127.33
4304,1431.0,1135.48
4305,1857.0,1139.78
4306,751.0,1133.87
4307,630.0,1129.63
4308,1565.0,1131.12
4309,2236.0,1145.38
4310,1435.0,1146.41
4311,1304.0,1145.14
4312,1686.0,1155.9
4313,1842.0,1167.79
4314,1433.0,1167.98
4315,791.0,1169.77
4316,1422.0,1177.48
4317,1423.0,1178.31
4318,1433.0,1178.31
4319,1908.0,1189.84
4320,1431.0,1189.88
4321,770.0,1183.33
4322,1856.0,1184.93
4323,1046.0,1189.32
4324,617.0,1189.18
4325,2332.0,1199.17
4326,1338.0,1206.06
4327,1435.0,1212.25
4328,1043.0,1208.35
4329,600.0,1208.33
4330,653.0,1196.51
4331,650.0,1188.72
4332,1037.0,1184.78
4333,1053.0,1184.78
4334,1906.0,1189.52
4335,1689.0,1192.97
4336,714.0,1186.68
4337,1161.0,1187.88
4338,1692.0,1191.33
4339,236.0,1187.17
4340,748.0,1184.29
4341,643.0,1183.44
4342,1423.0,1184.28
4343,763.0,1185.38
4344,1905.0,1190.11
4345,646.0,1188.39
4346,1428.0,1194.49
4347,799.0,1195.97
4348,1319.0,1202.94
4349,248.0,1192.06
4350,1914.0,1197.97
4351,637.0,1190.05
4352,1555.0,1191.29
4353,1435.0,1197.48
4354,650.0,1189.63
4355,1673.0,1195.8
4356,1414.0,1196.8
4357,611.0,1188.68
4358,650.0,1181.8
4359,609.0,1174.7
4360,1051.0,1179.08
4361,1058.0,1176.44
4362,1793.0,1181.29
4363,1434.0,1181.36
4364,611.0,1181.23
4365,1566.0,1183.62
4366,1438.0,1183.66
4367,609.0,1176.29
4368,1905.0,1189.25
4369,653.0,1181.52
4370,1432.0,1185.57
4371,1426.0,1189.32
4372,1381.0,1188.84
4373,1429.0,1189.85
4374,1416.0,1197.6
4375,651.0,1189.86
4376,1034.0,1189.77
4377,1432.0,1189.83
4378,1442.0,1197.12
4379,1692.0,1201.17
4380,815.0,1195.0
4381,1771.0,1206.23
4382,1430.0,1212.71
4383,611.0,1216.45
4384,238.0,1208.36
4385,1341.0,1207.37
4386,648.0,1200.64
4387,607.0,1192.37
4388,1925.0,1204.3
4389,612.0,1196.44
4390,1690.0,1202.89
4391,790.0,1196.51
4392,1583.0,1198.04
4393,1438.0,1205.08
4394,1341.0,1204.18
4395,1050.0,1201.25
4396,1048.0,1201.34
4397,1431.0,1202.29
4398,609.0,1195.19
4399,1313.0,1202.06
4400,568.0,1199.56
4401,1404.0,1190.35
4402,695.0,1189.15
4403,1053.0,1189.4
4404,1309.0,1188.18
4405,1319.0,1182.8
4406,1423.0,1189.52
4407,1427.0,1197.49
4408,611.0,1187.95
4409,647.0,1172.06
4410,605.0,1163.76
4411,652.0,1157.24
4412,1576.0,1156.14
4413,1438.0,1152.1
4414,1408.0,1151.85
4415,1706.0,1161.0
4416,1410.0,1160.88
4417,579.0,1152.44
4418,621.0,1144.32
4419,1924.0,1144.48
4420,1340.0,1143.57
4421,1428.0,1150.15
4422,1845.0,1150.04
4423,1050.0,1150.08
4424,1852.0,1162.43
4425,1587.0,1154.98
4426,1423.0,1155.83
4427,1430.0,1155.78
4428,1426.0,1159.61
4429,1929.0,1172.9
4430,620.0,1172.57
4431,1918.0,1185.25
4432,1414.0,1189.02
4433,1664.0,1195.13
4434,1786.0,1193.93
4435,1421.0,1191.25
4436,1427.0,1198.38
4437,1427.0,1201.04
4438,1325.0,1197.37
4439,810.0,1203.11
4440,612.0,1201.75
4441,1585.0,1211.17
4442,1417.0,1211.11
4443,248.0,1205.96
4444,627.0,1193.18
4445,1663.0,1203.35
4446,1137.0,1200.44
4447,630.0,1198.75
4448,1412.0,1199.68
4449,1789.0,1215.09
4450,763.0,1203.58
4451,1707.0,1214.28
4452,783.0,1206.56
4453,1639.0,1208.6
4454,618.0,1208.28
4455,649.0,1198.04
4456,2317.0,1207.07
4457,853.0,1209.49
4458,1430.0,1217.29
4459,2092.0,1232.12
4460,1865.0,1240.26
4461,2990.0,1259.58
4462,818.0,1249.83
4463,1055.0,1246.04
4464,1336.0,1253.29
4465,1048.0,1248.11
4466,1581.0,1249.54
4467,1586.0,1259.31
4468,1310.0,1253.36
4469,1427.0,1261.1
4470,1041.0,1257.19
4471,1428.0,1257.21
4472,640.0,1249.8
4473,1424.0,1249.75
4474,1312.0,1248.71
4475,1431.0,1256.51
4476,1316.0,1259.33
4477,1423.0,1259.24
4478,1692.0,1261.74
4479,654.0,1251.36
4480,1581.0,1259.02
4481,1428.0,1255.59
4482,1333.0,1254.62
4483,1716.0,1265.67
4484,1690.0,1280.19
4485,581.0,1272.59
4486,1329.0,1279.4
4487,1148.0,1284.81
4488,713.0,1272.69
4489,1422.0,1280.79
4490,1429.0,1278.18
4491,1795.0,1288.23
4492,1427.0,1286.67
4493,609.0,1278.38
4494,1910.0,1284.07
4495,1343.0,1287.0
4496,606.0,1282.58
4497,1918.0,1287.45
4498,610.0,1287.46
4499,1427.0,1288.6
4500,2601.0,1308.93
4501,1421.0,1309.1
4502,2266.0,1324.81
4503,653.0,1320.81
4504,1696.0,1324.68
4505,1695.0,1328.44
4506,610.0,1320.31
4507,1697.0,1323.01
4508,654.0,1323.44
4509,1041.0,1327.38
4510,1064.0,1331.97
4511,1423.0,1339.68
4512,1429.0,1338.21
4513,115.0,1324.98
4514,563.0,1316.53
4515,604.0,1305.51
4516,1430.0,1305.71
4517,2342.0,1323.34
4518,1323.0,1330.36
4519,1434.0,1325.46
4520,1692.0,1328.98
4521,729.0,1321.99
4522,1048.0,1314.02
4523,1042.0,1313.94
4524,1561.0,1311.03
4525,1052.0,1305.68
4526,631.0,1297.76
4527,1436.0,1297.82
4528,1329.0,1296.85
4529,1439.0,1291.95
4530,1433.0,1300.08
4531,1429.0,1295.19
4532,2324.0,1304.29
4533,1665.0,1304.3
4534,653.0,1292.97
4535,653.0,1285.29
4536,1566.0,1286.68
4537,635.0,1278.76
4538,623.0,1271.74
4539,2279.0,1286.43
4540,1441.0,1294.72
4541,1655.0,1295.42
4542,1695.0,1298.2
4543,1746.0,1313.18
4544,638.0,1313.29
4545,1575.0,1312.41
4546,1424.0,1315.28
4547,1431.0,1323.29
4548,650.0,1315.67
4549,1764.0,1315.42
4550,1439.0,1322.18
4551,1334.0,1318.45
4552,1336.0,1323.98
4553,1426.0,1321.85
4554,1700.0,1332.67
4555,628.0,1332.46
4556,592.0,1315.21
4557,1426.0,1320.94
4558,1020.0,1316.84
4559,635.0,1302.27
4560,2319.0,1306.81
4561,1682.0,1293.73
4562,1428.0,1299.83
4563,1344.0,1302.72
4564,653.0,1295.89
4565,649.0,1291.9
4566,1420.0,1290.29
4567,1357.0,1288.0
4568,1873.0,1293.63
4569,2081.0,1300.17
4570,730.0,1297.06
4571,1348.0,1296.26
4572,2321.0,1313.07
4573,1435.0,1313.18
4574,626.0,1306.32
4575,1342.0,1305.43
4576,1580.0,1308.07
4577,1569.0,1309.53
4578,1425.0,1306.86
4579,1907.0,1319.39
4580,1437.0,1317.95
4581,1682.0,1320.49
4582,2558.0,1332.74
4583,1428.0,1329.86
4584,1686.0,1329.82
4585,1426.0,1338.27
4586,1690.0,1341.88
4587,1037.0,1340.77
4588,635.0,1339.99
4589,1432.0,1340.09
4590,243.0,1328.23
4591,1059.0,1320.87
4592,1429.0,1320.89
4593,1428.0,1329.08
4594,1432.0,1324.3
4595,1692.0,1327.79
4596,1923.0,1340.96
4597,1427.0,1336.05
4598,1414.0,1344.09
4599,1344.0,1343.26
4600,1432.0,1331.57
4601,1111.0,1328.47
4602,1051.0,1316.32
4603,1434.0,1324.13
4604,649.0,1313.66
4605,768.0,1304.39
4606,1682.0,1315.11
4607,1423.0,1312.37
4608,1846.0,1324.29
4609,1421.0,1328.09
4610,1427.0,1331.72
4611,1441.0,1331.9
4612,1919.0,1336.8
4613,595.0,1341.6
4614,1855.0,1354.52
4615,1423.0,1362.71
4616,1441.0,1362.82
4617,1225.0,1351.65
4618,818.0,1346.6
4619,1438.0,1346.64
4620,1329.0,1343.01
4621,1653.0,1352.25
4622,1681.0,1358.58
4623,1566.0,1363.82
4624,1432.0,1362.53
4625,1338.0,1365.39
4626,1431.0,1373.39
4627,2289.0,1381.92
4628,1435.0,1382.98
4629,1419.0,1382.78
4630,612.0,1374.57
4631,1713.0,1377.41
4632,1413.0,1368.3
4633,2630.0,1377.95
4634,1323.0,1384.65
4635,1688.0,1395.0
4636,1683.0,1396.17
4637,1803.0,1407.85
4638,1564.0,1417.26
4639,1686.0,1411.33
4640,1427.0,1411.19
4641,1427.0,1408.91
4642,1673.0,1408.69
4643,1437.0,1405.6
4644,1892.0,1418.14
4645,1418.0,1416.57
4646,1427.0,1416.6
4647,1423.0,1416.52
4648,1689.0,1426.91
4649,1426.0,1423.53
4650,647.0,1415.61
4651,1699.0,1419.26
4652,755.0,1413.45
4653,1424.0,1413.43
4654,1157.0,1408.0
4655,1045.0,1412.17
4656,705.0,1413.3
4657,1425.0,1413.29
4658,1576.0,1418.85
4659,1439.0,1426.89
4660,1433.0,1418.03
4661,602.0,1407.23
4662,1568.0,1408.63
4663,1429.0,1409.48
4664,1693.0,1419.88
4665,1423.0,1427.62
4666,1702.0,1430.44
4667,728.0,1424.15
4668,1692.0,1422.34
4669,1419.0,1415.72
4670,1900.0,1427.42
4671,1920.0,1433.14
4672,1432.0,1424.25
4673,1411.0,1424.01
4674,634.0,1424.09
4675,1569.0,1426.36
4676,1424.0,1424.8
4677,1908.0,1428.19
4678,1579.0,1429.73
4679,1692.0,1427.58
4680,621.0,1419.42
4681,739.0,1409.99
4682,816.0,1392.57
4683,1679.0,1395.08
4684,1695.0,1395.17
4685,1692.0,1397.83
4686,1429.0,1395.22
4687,1327.0,1398.12
4688,1428.0,1406.05
4689,1433.0,1406.06
4690,1421.0,1417.84
4691,1848.0,1425.73
4692,1849.0,1429.93
4693,1428.0,1429.93
4694,1686.0,1432.47
4695,1578.0,1431.33
4696,1424.0,1426.34
4697,1342.0,1425.49
4698,1427.0,1425.62
4699,1669.0,1428.87
4700,1581.0,1430.36
4701,1571.0,1434.96
4702,652.0,1430.97
4703,609.0,1422.72
4704,1582.0,1432.05
4705,653.0,1430.9
4706,136.0,1415.44
4707,791.0,1409.12
4708,236.0,1393.02
4709,1921.0,1398.02
4710,1418.0,1397.93
4711,1675.0,1400.27
4712,1429.0,1395.37
4713,1429.0,1403.71
4714,1856.0,1403.72
4715,1420.0,1403.69
4716,1679.0,1406.07
4717,628.0,1400.1
4718,1428.0,1406.2
4719,1424.0,1406.06
4720,635.0,1399.12
4721,1426.0,1396.85
4722,1580.0,1395.84
4723,1570.0,1395.88
4724,605.0,1387.61
4725,1911.0,1393.34
4726,1420.0,1393.23
4727,1422.0,1384.56
4728,742.0,1377.63
4729,1418.0,1377.62
4730,1428.0,1385.78
4731,1797.0,1386.62
4732,1037.0,1382.86
4733,1425.0,1370.81
4734,773.0,1365.31
4735,1926.0,1367.69
4736,1060.0,1361.46
4737,609.0,1349.52
4738,1429.0,1348.17
4739,1587.0,1347.18
4740,1416.0,1347.07
4741,2485.0,1357.65
4742,1907.0,1359.99
4743,1416.0,1359.78
4744,1558.0,1356.44
4745,1428.0,1356.54
4746,2350.0,1365.77
4747,1681.0,1368.35
4748,2261.0,1374.07
4749,1577.0,1375.58
4750,1333.0,1382.44
4751,1050.0,1375.95
4752,1424.0,1382.64
4753,1583.0,1384.23
4754,1768.0,1390.34
4755,1571.0,1395.6
4756,1425.0,1402.8
4757,1578.0,1404.33
4758,634.0,1394.91
4759,1433.0,1394.85
4760,1037.0,1390.89
4761,1434.0,1399.21
4762,1424.0,1397.77
4763,1421.0,1397.69
4764,1012.0,1390.88
4765,1330.0,1389.95
4766,1582.0,1388.75
4767,1425.0,1395.72
4768,1684.0,1395.64
4769,1053.0,1391.98
4770,815.0,1381.13
4771,2249.0,1384.42
4772,1424.0,1384.34
4773,1434.0,1384.57
4774,1023.0,1388.46
4775,812.0,1380.89
4776,1431.0,1380.96
4777,2355.0,1385.43
4778,1043.0,1380.07
4779,2266.0,1385.81
4780,1329.0,1392.89
4781,2242.0,1407.92
4782,1423.0,1413.99
4783,808.0,1405.28
4784,1584.0,1404.17
4785,1430.0,1401.55
4786,1037.0,1397.63
4787,1428.0,1398.64
4788,1424.0,1398.6
4789,1329.0,1397.56
4790,1582.0,1399.17
4791,1674.0,1397.43
4792,1424.0,1393.18
4793,1696.0,1395.86
4794,1065.0,1389.65
4795,3035.0,1404.22
4796,1421.0,1404.19
4797,1424.0,1405.01
4798,1581.0,1406.55
4799,1433.0,1404.19
4800,1433.0,1402.71
4801,818.0,1395.18
4802,2174.0,1410.4
4803,1425.0,1418.56
4804,2796.0,1430.7
4805,1025.0,1434.42
4806,812.0,1441.18
4807,1321.0,1446.48
4808,638.0,1450.5
4809,1582.0,1447.11
4810,1334.0,1446.27
4811,625.0,1435.77
4812,1425.0,1435.73
4813,1428.0,1435.72
4814,816.0,1425.32
4815,773.0,1418.85
4816,1850.0,1420.56
4817,2296.0,1437.24
4818,1396.0,1436.92
4819,1578.0,1438.46
4820,1845.0,1450.56
4821,1439.0,1450.69
4822,1433.0,1449.22
4823,1572.0,1449.24
4824,816.0,1451.35
4825,1863.0,1450.87
4826,1040.0,1447.07
4827,251.0,1435.36
4828,1565.0,1443.59
4829,1426.0,1443.67
4830,1586.0,1445.25
4831,1907.0,1446.35
4832,1431.0,1450.29
4833,2181.0,1457.85
4834,1050.0,1460.62
4835,1425.0,1455.61
4836,1765.0,1462.66
4837,2630.0,1482.87
4838,2435.0,1492.93
4839,1680.0,1493.86
4840,2217.0,1501.87
4841,1435.0,1491.37
4842,1423.0,1486.53
4843,1034.0,1482.71
4844,1422.0,1481.35
4845,1921.0,1486.28
4846,1436.0,1477.14
4847,1570.0,1476.03
4848,1850.0,1471.92
4849,1422.0,1470.37
4850,1416.0,1471.2
4851,1437.0,1475.07
4852,235.0,1463.18
4853,1332.0,1460.67
4854,1579.0,1458.78
4855,1587.0,1458.94
4856,1567.0,1460.36
4857,2322.0,1467.8
4858,1042.0,1471.88
4859,792.0,1465.47
4860,1035.0,1465.45
4861,1326.0,1464.37
4862,1049.0,1460.62
4863,1434.0,1460.75
4864,1039.0,1461.02
4865,243.0,1450.15
4866,1560.0,1449.93
4867,1435.0,1450.03
4868,1433.0,1447.52
4869,1317.0,1450.16
4870,1427.0,1456.28
4871,1437.0,1448.16
4872,1705.0,1450.97
4873,1336.0,1449.99
4874,1313.0,1452.89
4875,1431.0,1459.08
4876,1428.0,1459.05
4877,809.0,1443.59
4878,1431.0,1447.47
4879,1427.0,1439.08
4880,1434.0,1440.13
4881,1442.0,1432.13
4882,1572.0,1433.62
4883,1696.0,1442.5
4884,1412.0,1440.78
4885,2282.0,1449.3
4886,1430.0,1453.23
4887,1052.0,1449.47
4888,2358.0,1458.81
4889,1437.0,1459.89
4890,1809.0,1462.16
4891,1040.0,1455.82
4892,818.0,1449.76
4893,1920.0,1452.0
4894,1693.0,1458.28
4895,1869.0,1446.62
4896,630.0,1438.71
4897,1435.0,1438.82
4898,1554.0,1438.55
4899,1574.0,1439.96
4900,1879.0,1444.42
4901,1046.0,1446.7
4902,1426.0,1439.22
4903,1062.0,1435.59
4904,2357.0,1431.2
4905,1425.0,1435.2
4906,1847.0,1445.55
4907,1158.0,1443.92
4908,1921.0,1456.75
4909,1434.0,1455.27
4910,1431.0,1456.24
4911,1688.0,1466.87
4912,1435.0,1466.97
4913,1441.0,1467.1
4914,249.0,1461.43
4915,1859.0,1472.29
4916,2296.0,1476.75
4917,2322.0,1477.01
4918,1697.0,1480.02
4919,1847.0,1482.71
4920,1435.0,1478.61
4921,1430.0,1478.52
4922,1427.0,1478.46
4923,1921.0,1481.95
4924,1342.0,1487.21
4925,809.0,1476.67
4926,817.0,1474.44
4927,1428.0,1486.21
4928,815.0,1478.71
4929,1437.0,1478.82
4930,1580.0,1478.76
4931,2333.0,1483.02
4932,1553.0,1484.24
4933,1338.0,1475.81
4934,1907.0,1484.38
4935,1435.0,1484.48
4936,2343.0,1490.26
4937,1919.0,1483.15
4938,2240.0,1481.2
4939,2341.0,1487.81
4940,1427.0,1479.91
4941,635.0,1471.91
4942,1434.0,1472.02
4943,1034.0,1472.02
4944,1321.0,1471.01
4945,1333.0,1465.13
4946,1423.0,1465.0
4947,1922.0,1468.52
4948,1353.0,1463.55
4949,1573.0,1465.06
4950,2202.0,1472.92
4951,1432.0,1472.87
4952,1427.0,1484.79
4953,1344.0,1484.91
4954,1922.0,1488.34
4955,249.0,1474.96
4956,1704.0,1476.33
4957,1328.0,1466.39
4958,1341.0,1469.38
4959,1820.0,1479.66
4960,1840.0,1487.71
4961,1843.0,1492.88
4962,1696.0,1499.35
4963,1691.0,1501.92
4964,1771.0,1509.24
4965,1560.0,1522.41
4966,1147.0,1518.28
4967,1346.0,1517.39
4968,1696.0,1520.02
4969,1861.0,1525.46
4970,1771.0,1528.9
4971,1429.0,1528.82
4972,1577.0,1527.54
4973,1420.0,1528.38
4974,2253.0,1537.78
4975,818.0,1531.65
4976,1841.0,1535.78
4977,1911.0,1546.8
4978,1425.0,1546.74
4979,1917.0,1551.64
4980,1429.0,1551.59
4981,1352.0,1550.69
4982,1575.0,1550.72
4983,1438.0,1548.14
4984,2303.0,1557.05
4985,1674.0,1550.97
4986,1426.0,1550.93
4987,1433.0,1554.74
4988,1054.0,1541.7
4989,2255.0,1549.88
4990,248.0,1534.27
4991,240.0,1526.27
4992,2090.0,1538.99
4993,1695.0,1536.74
4994,652.0,1526.33
4995,1437.0,1522.01
4996,1425.0,1529.96
4997,1424.0,1529.85
4998,1332.0,1527.63
4999,648.0,1518.37
5000,1436.0,1513.94
5001,1696.0,1520.44
5002,1429.0,1520.47
5003,1437.0,1524.22
5004,242.0,1503.07
5005,1851.0,1507.33
5006,234.0,1491.2
5007,1150.0,1491.12
5008,1427.0,1486.18
5009,1435.0,1486.19
5010,2214.0,1494.02
5011,1893.0,1496.07
5012,1426.0,1495.98
5013,1562.0,1497.19
5014,1422.0,1508.92
5015,1039.0,1500.72
5016,1923.0,1496.99
5017,1328.0,1487.05
5018,1430.0,1484.38
5019,1568.0,1481.59
5020,1686.0,1484.1
5021,1428.0,1484.08
5022,1570.0,1485.51
5023,1058.0,1476.88
5024,1428.0,1477.74
5025,1062.0,1480.27
5026,625.0,1478.35
5027,817.0,1472.24
5028,1070.0,1474.79
5029,1695.0,1477.37
5030,2187.0,1483.44
5031,1184.0,1471.95
5032,616.0,1462.58
5033,1423.0,1463.43
5034,1576.0,1460.12
5035,1437.0,1460.14
5036,1697.0,1453.68
5037,1695.0,1451.44
5038,1054.0,1439.58
5039,1427.0,1430.44
5040,2298.0,1439.15
5041,1418.0,1446.98
5042,1688.0,1449.52
5043,2341.0,1462.59
5044,1426.0,1463.64
5045,1839.0,1468.7
5046,816.0,1462.63
5047,1435.0,1457.76
5048,1436.0,1458.59
5049,2317.0,1466.03
5050,605.0,1450.06
5051,247.0,1438.21
5052,1751.0,1441.45
5053,2351.0,1451.52
5054,1428.0,1446.58
5055,760.0,1451.69
5056,1437.0,1449.02
5057,1434.0,1450.08
5058,1691.0,1453.58
5059,1428.0,1449.66
5060,1573.0,1446.99
5061,1922.0,1447.78
5062,2311.0,1453.93
5063,1429.0,1451.31
5064,1746.0,1451.06
5065,1428.0,1449.74
5066,1771.0,1455.98
5067,1151.0,1454.03
5068,1050.0,1447.57
5069,1428.0,1443.24
5070,1439.0,1439.92
5071,1884.0,1444.47
5072,1050.0,1439.2
5073,1342.0,1438.42
