Episode,Moving_Average,min_moving_avg_100,max_moving_avg_100
93,625.9148936170212,220.0,676.2093023255813
94,626.021052631579,220.0,676.2093023255813
95,629.9375,220.0,676.2093023255813
96,633.8144329896908,220.0,676.2093023255813
97,633.6020408163265,220.0,676.2093023255813
98,629.7272727272727,220.0,676.2093023255813
99,625.74,220.0,676.2093023255813
100,631.37,224.66666666666666,676.2093023255813
101,639.37,224.66666666666666,676.2093023255813
102,643.5,310.5,676.2093023255813
103,640.18,411.4,676.2093023255813
104,638.31,472.6666666666667,676.2093023255813
105,640.9,511.42857142857144,676.2093023255813
106,639.87,534.5555555555555,676.2093023255813
107,637.1,534.5555555555555,676.2093023255813
108,640.78,544.1,676.2093023255813
109,640.73,549.1818181818181,676.2093023255813
110,641.22,552.8333333333334,676.2093023255813
111,641.6,568.7777777777778,676.2093023255813
112,638.3,568.7777777777778,676.2093023255813
113,639.61,568.7777777777778,676.2093023255813
114,646.89,568.7777777777778,676.2093023255813
115,654.01,568.7777777777778,676.2093023255813
116,654.22,568.7777777777778,676.2093023255813
117,654.54,570.1052631578947,676.2093023255813
118,651.09,570.15,676.2093023255813
119,647.76,584.5238095238095,676.2093023255813
120,641.38,608.4090909090909,676.2093023255813
121,636.65,623.8695652173913,676.2093023255813
122,634.43,625.74,676.2093023255813
123,627.18,625.74,676.2093023255813
124,627.41,625.74,676.2093023255813
125,619.59,619.59,676.2093023255813
126,623.57,619.59,676.2093023255813
127,617.7,617.7,676.2093023255813
128,619.89,617.7,676.2093023255813
129,627.79,617.7,676.2093023255813
130,629.01,617.7,676.2093023255813
131,624.79,617.7,676.2093023255813
132,629.01,617.7,676.2093023255813
133,632.74,617.7,676.2093023255813
134,626.11,617.7,676.2093023255813
135,622.02,617.7,676.2093023255813
136,618.41,617.7,676.2093023255813
137,614.69,614.69,676.2093023255813
138,613.49,613.49,676.2093023255813
139,617.17,613.49,676.2093023255813
140,616.93,613.49,676.2093023255813
141,613.36,613.36,676.2093023255813
142,607.72,607.72,674.2272727272727
143,604.17,604.17,667.1304347826087
144,612.43,604.17,667.1304347826087
145,606.75,604.17,659.8
146,610.34,604.17,659.8
147,614.33,604.17,659.8
148,618.44,604.17,659.8
149,614.77,604.17,659.8
150,611.25,604.17,659.8
151,616.24,604.17,659.8
152,616.46,604.17,659.8
153,603.75,603.75,659.8
154,603.32,603.32,656.542372881356
155,611.26,603.32,656.542372881356
156,607.81,603.32,656.542372881356
157,604.21,603.32,656.542372881356
158,596.67,596.67,655.3770491803278
159,607.4,596.67,655.3770491803278
160,604.57,596.67,654.6774193548387
161,606.34,596.67,654.54
162,602.36,596.67,654.54
163,602.28,596.67,654.54
164,606.09,596.67,654.54
165,609.96,596.67,654.54
166,606.38,596.67,654.54
167,617.23,596.67,654.54
168,621.15,596.67,654.54
169,617.46,596.67,654.54
170,613.81,596.67,654.54
171,615.61,596.67,654.54
172,616.4,596.67,654.54
173,618.12,596.67,654.54
174,622.36,596.67,654.54
175,622.3,596.67,654.54
176,618.47,596.67,654.54
177,613.44,596.67,654.54
178,609.82,596.67,654.54
179,611.42,596.67,654.54
180,615.16,596.67,654.54
181,610.9,596.67,654.54
182,610.94,596.67,654.54
183,607.09,596.67,654.54
184,610.72,596.67,654.54
185,609.72,596.67,654.54
186,605.67,596.67,654.54
187,599.89,596.67,654.54
188,611.49,596.67,654.54
189,617.27,596.67,654.54
190,622.36,596.67,654.54
191,614.67,596.67,654.54
192,614.78,596.67,654.54
193,621.71,596.67,654.54
194,617.85,596.67,654.54
195,618.47,596.67,654.54
196,610.91,596.67,654.54
197,618.2,596.67,654.54
198,621.87,596.67,654.54
199,625.82,596.67,654.54
200,620.49,596.67,654.54
201,612.6,596.67,654.54
202,620.44,596.67,654.54
203,620.6,596.67,654.54
204,616.65,596.67,654.54
205,619.69,596.67,654.54
206,624.95,596.67,654.54
207,623.99,596.67,654.54
208,624.01,596.67,654.54
209,630.85,596.67,654.54
210,626.88,596.67,654.54
211,628.02,596.67,654.54
212,624.27,596.67,654.54
213,630.15,596.67,654.54
214,619.04,596.67,654.54
215,612.22,596.67,654.54
216,612.06,596.67,654.54
217,617.15,596.67,651.09
218,624.82,596.67,647.76
219,628.75,596.67,641.38
220,639.79,596.67,639.79
221,639.5,596.67,639.79
222,639.35,596.67,639.79
223,642.94,596.67,642.94
224,650.23,596.67,650.23
225,658.13,596.67,658.13
226,654.08,596.67,658.13
227,658.27,596.67,658.27
228,661.08,596.67,661.08
229,664.01,596.67,664.01
230,659.27,596.67,664.01
231,654.15,596.67,664.01
232,649.87,596.67,664.01
233,651.26,596.67,664.01
234,647.53,596.67,664.01
235,651.26,596.67,664.01
236,662.18,596.67,664.01
237,665.9,596.67,665.9
238,666.84,596.67,666.84
239,668.77,596.67,668.77
240,672.96,596.67,672.96
241,668.97,596.67,672.96
242,674.12,596.67,674.12
243,674.07,596.67,674.12
244,669.9,596.67,674.12
245,680.78,596.67,680.78
246,685.16,596.67,685.16
247,685.21,596.67,685.21
248,681.1,596.67,685.21
249,691.94,596.67,691.94
250,695.53,596.67,695.53
251,701.32,596.67,701.32
252,701.03,596.67,701.32
253,701.02,596.67,701.32
254,695.6,596.67,701.32
255,691.42,596.67,701.32
256,695.2,596.67,701.32
257,695.13,596.67,701.32
258,695.11,599.89,701.32
259,684.52,599.89,701.32
260,679.76,599.89,701.32
261,685.21,599.89,701.32
262,685.19,599.89,701.32
263,681.47,599.89,701.32
264,677.86,599.89,701.32
265,674.16,599.89,701.32
266,674.14,599.89,701.32
267,663.4,599.89,701.32
268,663.3,599.89,701.32
269,674.44,599.89,701.32
270,678.04,599.89,701.32
271,672.28,599.89,701.32
272,666.67,599.89,701.32
273,665.11,599.89,701.32
274,660.88,599.89,701.32
275,668.02,599.89,701.32
276,664.04,599.89,701.32
277,667.84,599.89,701.32
278,678.59,599.89,701.32
279,669.65,599.89,701.32
280,673.87,599.89,701.32
281,670.1,599.89,701.32
282,670.08,599.89,701.32
283,670.13,599.89,701.32
284,666.53,599.89,701.32
285,668.05,599.89,701.32
286,672.0,599.89,701.32
287,666.99,610.91,701.32
288,659.06,610.91,701.32
289,656.93,610.91,701.32
290,656.03,610.91,701.32
291,659.85,610.91,701.32
292,663.61,610.91,701.32
293,660.8,610.91,701.32
294,664.59,610.91,701.32
295,656.42,610.91,701.32
296,656.44,612.06,701.32
297,649.19,612.06,701.32
298,649.11,612.06,701.32
299,645.34,612.06,701.32
300,645.33,612.06,701.32
301,645.41,612.06,701.32
302,633.62,612.06,701.32
303,633.33,612.06,701.32
304,638.47,612.06,701.32
305,635.46,612.06,701.32
306,626.21,612.06,701.32
307,622.21,612.06,701.32
308,618.59,612.06,701.32
309,607.85,607.85,701.32
310,611.54,607.85,701.32
311,606.56,606.56,701.32
312,612.24,606.56,701.32
313,601.0,601.0,701.32
314,600.98,600.98,701.32
315,597.22,597.22,701.32
316,593.56,593.56,701.32
317,588.52,588.52,701.32
318,580.88,580.88,701.32
319,577.04,577.04,701.32
320,571.13,571.13,701.32
321,567.41,567.41,701.32
322,562.56,562.56,701.32
323,569.77,562.56,701.32
324,566.86,562.56,701.32
325,558.97,558.97,701.32
326,559.21,558.97,701.32
327,551.29,551.29,701.32
328,544.38,544.38,701.32
329,537.41,537.41,701.32
330,537.43,537.41,701.32
331,545.31,537.41,701.32
332,546.69,537.41,701.32
333,553.32,537.41,701.32
334,553.24,537.41,701.32
335,554.44,537.41,701.32
336,547.18,537.41,701.32
337,543.45,537.41,701.32
338,538.76,537.41,701.32
339,533.14,533.14,701.32
340,528.73,528.73,701.32
341,535.71,528.73,701.32
342,538.58,528.73,701.32
343,538.73,528.73,701.32
344,538.57,528.73,701.32
345,527.67,527.67,701.32
346,519.79,519.79,701.32
347,519.67,519.67,701.32
348,519.74,519.67,701.32
349,512.45,512.45,701.32
350,512.66,512.45,701.32
351,501.98,501.98,701.03
352,500.97,500.97,701.02
353,500.99,500.97,695.6
354,512.15,500.97,695.2
355,512.16,500.97,695.2
356,513.38,500.97,695.13
357,513.44,500.97,695.11
358,517.35,500.97,685.21
359,517.35,500.97,685.21
360,517.26,500.97,685.21
361,510.13,500.97,685.19
362,510.25,500.97,681.47
363,518.35,500.97,678.59
364,522.19,500.97,678.59
365,532.78,500.97,678.59
366,540.57,500.97,678.59
367,540.58,500.97,678.59
368,536.8,500.97,678.59
369,529.56,500.97,678.59
370,525.76,500.97,678.59
371,525.66,500.97,678.59
372,529.35,500.97,678.59
373,525.59,500.97,678.59
374,525.52,500.97,678.59
375,514.65,500.97,678.59
376,514.74,500.97,678.59
377,521.82,500.97,678.59
378,514.98,500.97,673.87
379,514.96,500.97,673.87
380,518.03,500.97,672.0
381,521.91,500.97,672.0
382,535.22,500.97,672.0
383,538.86,500.97,672.0
384,538.88,500.97,672.0
385,537.26,500.97,672.0
386,533.52,500.97,666.99
387,533.51,500.97,664.59
388,537.85,500.97,664.59
389,534.09,500.97,664.59
390,533.85,500.97,664.59
391,533.64,500.97,664.59
392,533.4,500.97,664.59
393,537.35,500.97,664.59
394,533.37,500.97,656.44
395,537.21,500.97,656.44
396,537.19,500.97,649.19
397,537.35,500.97,649.11
398,533.71,500.97,645.41
399,533.73,500.97,645.41
400,537.57,500.97,645.41
401,545.4,500.97,638.47
402,549.18,500.97,638.47
403,549.44,500.97,638.47
404,552.43,500.97,635.46
405,555.23,500.97,626.21
406,555.28,500.97,622.21
407,555.57,500.97,618.59
408,559.16,500.97,612.24
409,558.67,500.97,612.24
410,553.51,500.97,612.24
411,553.54,500.97,612.24
412,547.88,500.97,601.0
413,548.27,500.97,600.98
414,548.43,500.97,597.22
415,548.47,500.97,593.56
416,548.36,500.97,588.52
417,548.16,500.97,580.88
418,548.15,500.97,577.04
419,559.97,500.97,571.13
420,560.58,500.97,569.77
421,564.51,500.97,569.77
422,572.54,500.97,572.54
423,561.8,500.97,572.54
424,565.6,500.97,572.54
425,569.14,500.97,572.54
426,569.16,500.97,572.54
427,569.16,500.97,572.54
428,573.21,500.97,573.21
429,569.38,500.97,573.21
430,573.19,500.97,573.21
431,576.05,500.97,576.05
432,570.89,500.97,576.05
433,562.83,500.97,576.05
434,562.76,500.97,576.05
435,561.91,500.97,576.05
436,558.3,500.97,576.05
437,558.28,500.97,576.05
438,561.9,500.97,576.05
439,569.82,500.97,576.05
440,569.98,500.97,576.05
441,569.79,500.97,576.05
442,561.99,500.97,576.05
443,562.06,500.97,576.05
444,558.43,500.97,576.05
445,563.69,500.97,576.05
446,563.66,500.97,576.05
447,563.71,500.97,576.05
448,567.85,500.97,576.05
449,564.31,500.97,576.05
450,558.38,500.97,576.05
451,558.45,500.97,576.05
452,554.69,500.99,576.05
453,562.67,510.13,576.05
454,551.74,510.13,576.05
455,559.08,510.13,576.05
456,557.74,510.13,576.05
457,557.71,510.13,576.05
458,557.37,510.13,576.05
459,561.39,510.13,576.05
460,565.07,510.13,576.05
461,561.36,510.25,576.05
462,561.29,514.65,576.05
463,564.17,514.65,576.05
464,568.36,514.65,576.05
465,561.51,514.65,576.05
466,557.54,514.65,576.05
467,557.64,514.65,576.05
468,557.69,514.65,576.05
469,564.62,514.65,576.05
470,564.83,514.65,576.05
471,565.03,514.65,576.05
472,565.26,514.65,576.05
473,565.27,514.65,576.05
474,565.31,514.65,576.05
475,565.33,514.74,576.05
476,565.38,514.96,576.05
477,554.48,514.96,576.05
478,550.65,514.96,576.05
479,550.66,518.03,576.05
480,547.5,521.91,576.05
481,554.58,533.37,576.05
482,541.23,533.37,576.05
483,541.07,533.37,576.05
484,541.07,533.37,576.05
485,541.13,533.37,576.05
486,541.15,533.37,576.05
487,544.94,533.37,576.05
488,536.8,533.37,576.05
489,537.1,533.37,576.05
490,533.5,533.37,576.05
491,533.41,533.37,576.05
492,529.87,529.87,576.05
493,521.87,521.87,576.05
494,521.93,521.87,576.05
495,521.87,521.87,576.05
496,521.79,521.79,576.05
497,521.67,521.67,576.05
498,529.63,521.67,576.05
499,533.41,521.67,576.05
500,529.59,521.67,576.05
501,521.75,521.67,576.05
502,518.09,518.09,576.05
503,521.77,518.09,576.05
504,513.79,513.79,576.05
505,506.8,506.8,576.05
506,506.78,506.78,576.05
507,514.7,506.78,576.05
508,514.99,506.78,576.05
509,515.42,506.78,576.05
510,516.85,506.78,576.05
511,516.85,506.78,576.05
512,516.8,506.78,576.05
513,524.7,506.78,576.05
514,530.03,506.78,576.05
515,535.19,506.78,576.05
516,535.28,506.78,576.05
517,535.47,506.78,576.05
518,539.07,506.78,576.05
519,532.14,506.78,576.05
520,530.4,506.78,576.05
521,530.17,506.78,576.05
522,522.19,506.78,576.05
523,525.9,506.78,576.05
524,514.11,506.78,576.05
525,514.35,506.78,576.05
526,518.38,506.78,576.05
527,518.4,506.78,576.05
528,523.65,506.78,576.05
529,523.6,506.78,576.05
530,519.77,506.78,576.05
531,509.04,506.78,570.89
532,512.61,506.78,569.98
533,508.9,506.78,569.98
534,513.09,506.78,569.98
535,509.2,506.78,569.98
536,513.1,506.78,569.98
537,516.93,506.78,569.98
538,513.35,506.78,569.98
539,509.03,506.78,569.98
540,505.23,505.23,569.79
541,494.58,494.58,568.36
542,494.58,494.58,568.36
543,498.36,494.58,568.36
544,498.39,494.58,568.36
545,504.23,494.58,568.36
546,504.16,494.58,568.36
547,504.24,494.58,568.36
548,504.3,494.58,568.36
549,504.3,494.58,568.36
550,518.18,494.58,568.36
551,522.02,494.58,568.36
552,525.61,494.58,568.36
553,517.6,494.58,568.36
554,517.65,494.58,568.36
555,506.65,494.58,568.36
556,502.95,494.58,568.36
557,502.95,494.58,568.36
558,499.41,494.58,568.36
559,495.4,494.58,568.36
560,495.59,494.58,568.36
561,495.6,494.58,568.36
562,495.52,494.58,568.36
563,488.38,488.38,568.36
564,480.38,480.38,565.38
565,482.28,480.38,565.38
566,482.46,480.38,565.38
567,482.4,480.38,565.38
568,493.27,480.38,565.38
569,486.19,480.38,565.38
570,486.19,480.38,565.38
571,498.03,480.38,565.38
572,494.03,480.38,565.38
573,493.99,480.38,565.38
574,494.07,480.38,565.38
575,498.68,480.38,565.38
576,502.21,480.38,554.58
577,507.17,480.38,554.58
578,507.14,480.38,554.58
579,507.17,480.38,554.58
580,499.32,480.38,554.58
581,488.35,480.38,544.94
582,492.44,480.38,544.94
583,488.93,480.38,544.94
584,499.59,480.38,544.94
585,495.98,480.38,544.94
586,495.86,480.38,544.94
587,492.09,480.38,539.07
588,495.88,480.38,539.07
589,495.86,480.38,539.07
590,495.74,480.38,539.07
591,506.4,480.38,539.07
592,514.13,480.38,539.07
593,510.22,480.38,539.07
594,518.28,480.38,539.07
595,514.52,480.38,539.07
596,514.6,480.38,539.07
597,514.71,480.38,539.07
598,506.69,480.38,539.07
599,514.7,480.38,539.07
600,514.69,480.38,539.07
601,518.35,480.38,539.07
602,518.34,480.38,539.07
603,514.69,480.38,539.07
604,522.47,480.38,539.07
605,518.73,480.38,539.07
606,518.72,480.38,539.07
607,510.83,480.38,539.07
608,506.92,480.38,539.07
609,514.95,480.38,539.07
610,514.94,480.38,539.07
611,514.87,480.38,539.07
612,518.71,480.38,539.07
613,523.79,480.38,539.07
614,518.31,480.38,539.07
615,524.9,480.38,539.07
616,532.8,480.38,539.07
617,537.75,480.38,539.07
618,534.11,480.38,537.75
619,540.76,480.38,540.76
620,540.65,480.38,540.76
621,540.97,480.38,540.97
622,548.69,480.38,548.69
623,548.8,480.38,548.8
624,548.76,480.38,548.8
625,552.9,480.38,552.9
626,548.88,480.38,552.9
627,548.88,480.38,552.9
628,535.73,480.38,552.9
629,535.81,480.38,552.9
630,535.85,480.38,552.9
631,535.84,480.38,552.9
632,532.29,480.38,552.9
633,535.94,480.38,552.9
634,539.74,480.38,552.9
635,539.72,480.38,552.9
636,535.82,480.38,552.9
637,532.05,480.38,552.9
638,535.83,480.38,552.9
639,536.11,480.38,552.9
640,536.12,480.38,552.9
641,536.04,480.38,552.9
642,536.04,480.38,552.9
643,532.03,480.38,552.9
644,542.88,480.38,552.9
645,535.56,480.38,552.9
646,539.35,480.38,552.9
647,539.25,480.38,552.9
648,531.16,480.38,552.9
649,531.13,480.38,552.9
650,527.28,480.38,552.9
651,523.41,480.38,552.9
652,523.63,480.38,552.9
653,531.73,480.38,552.9
654,535.53,480.38,552.9
655,535.54,480.38,552.9
656,535.56,480.38,552.9
657,535.58,480.38,552.9
658,535.55,480.38,552.9
659,535.52,480.38,552.9
660,531.7,480.38,552.9
661,531.54,480.38,552.9
662,535.54,480.38,552.9
663,531.82,480.38,552.9
664,531.85,482.28,552.9
665,526.14,482.4,552.9
666,522.13,482.4,552.9
667,522.21,486.19,552.9
668,511.24,486.19,552.9
669,511.42,486.19,552.9
670,515.43,488.35,552.9
671,503.59,488.35,552.9
672,511.64,488.35,552.9
673,511.69,488.35,552.9
674,508.09,488.35,552.9
675,507.14,488.35,552.9
676,503.62,488.35,552.9
677,503.73,488.35,552.9
678,507.3,488.35,552.9
679,507.22,488.35,552.9
680,507.17,488.35,552.9
681,507.19,488.93,552.9
682,506.96,488.93,552.9
683,506.98,492.09,552.9
684,500.13,492.09,552.9
685,503.75,492.09,552.9
686,514.64,492.09,552.9
687,514.64,495.74,552.9
688,510.99,495.74,552.9
689,518.85,495.74,552.9
690,522.61,500.13,552.9
691,508.47,500.13,552.9
692,500.74,500.13,552.9
693,504.64,500.13,552.9
694,496.67,496.67,552.9
695,496.66,496.66,552.9
696,496.65,496.65,552.9
697,492.84,492.84,552.9
698,492.97,492.84,552.9
699,489.1,489.1,552.9
700,494.73,489.1,552.9
701,491.05,489.1,552.9
702,494.63,489.1,552.9
703,505.56,489.1,552.9
704,497.78,489.1,552.9
705,497.65,489.1,552.9
706,501.56,489.1,552.9
707,501.42,489.1,552.9
708,509.41,489.1,552.9
709,512.26,489.1,552.9
710,512.28,489.1,552.9
711,516.06,489.1,552.9
712,512.29,489.1,552.9
713,499.28,489.1,552.9
714,510.2,489.1,552.9
715,506.23,489.1,552.9
716,512.74,489.1,552.9
717,515.79,489.1,552.9
718,519.52,489.1,552.9
719,507.83,489.1,552.9
720,509.67,489.1,552.9
721,516.73,489.1,552.9
722,512.84,489.1,552.9
723,514.69,489.1,552.9
724,514.63,489.1,552.9
725,512.32,489.1,548.88
726,512.34,489.1,548.88
727,512.31,489.1,542.88
728,520.13,489.1,542.88
729,520.0,489.1,542.88
730,519.99,489.1,542.88
731,523.59,489.1,542.88
732,527.2,489.1,542.88
733,527.39,489.1,542.88
734,519.54,489.1,542.88
735,519.57,489.1,542.88
736,527.51,489.1,542.88
737,527.43,489.1,542.88
738,523.63,489.1,542.88
739,519.75,489.1,542.88
740,523.39,489.1,542.88
741,523.22,489.1,542.88
742,523.06,489.1,542.88
743,531.13,489.1,542.88
744,525.44,489.1,539.35
745,529.64,489.1,539.35
746,537.21,489.1,539.25
747,536.98,489.1,537.21
748,537.16,489.1,537.21
749,545.01,489.1,545.01
750,537.05,489.1,545.01
751,536.91,489.1,545.01
752,533.11,489.1,545.01
753,530.08,489.1,545.01
754,526.17,489.1,545.01
755,526.17,489.1,545.01
756,526.17,489.1,545.01
757,526.11,489.1,545.01
758,533.97,489.1,545.01
759,534.02,489.1,545.01
760,542.04,489.1,545.01
761,542.21,489.1,545.01
762,538.34,489.1,545.01
763,541.93,489.1,545.01
764,545.51,489.1,545.51
765,545.59,489.1,545.59
766,545.59,489.1,545.59
767,545.56,489.1,545.59
768,545.58,489.1,545.59
769,541.85,489.1,545.59
770,542.97,489.1,545.59
771,542.96,489.1,545.59
772,542.99,489.1,545.59
773,542.94,489.1,545.59
774,542.86,489.1,545.59
775,539.02,489.1,545.59
776,539.02,489.1,545.59
777,533.84,489.1,545.59
778,533.99,489.1,545.59
779,534.07,489.1,545.59
780,537.7,489.1,545.59
781,537.66,489.1,545.59
782,533.88,489.1,545.59
783,537.74,489.1,545.59
784,537.63,489.1,545.59
785,534.03,489.1,545.59
786,528.08,489.1,545.59
787,531.69,489.1,545.59
788,531.69,489.1,545.59
789,523.83,489.1,545.59
790,523.8,489.1,545.59
791,523.79,489.1,545.59
792,531.69,489.1,545.59
793,531.09,489.1,545.59
794,531.13,489.1,545.59
795,542.12,489.1,545.59
796,542.08,489.1,545.59
797,545.72,489.1,545.72
798,545.42,489.1,545.72
799,537.36,491.05,545.72
800,531.73,491.05,545.72
801,531.74,494.63,545.72
802,528.13,497.65,545.72
803,520.65,497.65,545.72
804,520.62,497.65,545.72
805,524.26,499.28,545.72
806,520.29,499.28,545.72
807,524.09,499.28,545.72
808,516.11,499.28,545.72
809,509.03,499.28,545.72
810,512.9,499.28,545.72
811,509.11,499.28,545.72
812,509.08,499.28,545.72
813,509.01,506.23,545.72
814,498.26,498.26,545.72
815,498.35,498.26,545.72
816,483.98,483.98,545.72
817,475.98,475.98,545.72
818,472.15,472.15,545.72
819,472.34,472.15,545.72
820,471.5,471.5,545.72
821,460.56,460.56,545.72
822,460.39,460.39,545.72
823,454.69,454.69,545.72
824,462.24,454.69,545.72
825,460.17,454.69,545.72
826,463.82,454.69,545.72
827,479.87,454.69,545.72
828,472.13,454.69,545.72
829,472.24,454.69,545.72
830,472.1,454.69,545.72
831,473.62,454.69,545.72
832,477.71,454.69,545.72
833,477.7,454.69,545.72
834,485.63,454.69,545.72
835,485.44,454.69,545.72
836,477.51,454.69,545.72
837,489.37,454.69,545.72
838,493.07,454.69,545.72
839,493.08,454.69,545.72
840,489.42,454.69,545.72
841,489.66,454.69,545.72
842,489.82,454.69,545.72
843,481.97,454.69,545.72
844,476.81,454.69,545.72
845,468.81,454.69,545.72
846,461.06,454.69,545.72
847,465.25,454.69,545.72
848,465.22,454.69,545.72
849,460.8,454.69,545.72
850,460.84,454.69,545.72
851,466.6,454.69,545.72
852,470.3,454.69,545.72
853,469.0,454.69,545.72
854,474.75,454.69,545.72
855,478.6,454.69,545.72
856,478.44,454.69,545.72
857,484.09,454.69,545.72
858,476.26,454.69,545.72
859,479.82,454.69,545.72
860,479.7,454.69,545.72
861,479.69,454.69,545.72
862,479.65,454.69,545.72
863,476.02,454.69,545.72
864,477.15,454.69,545.72
865,482.71,454.69,545.72
866,486.59,454.69,545.72
867,490.46,454.69,545.72
868,494.25,454.69,545.72
869,494.17,454.69,545.72
870,489.02,454.69,545.72
871,489.05,454.69,545.72
872,481.07,454.69,545.72
873,481.11,454.69,545.72
874,492.05,454.69,545.72
875,492.22,454.69,545.72
876,492.23,454.69,545.72
877,492.36,454.69,545.72
878,488.62,454.69,545.72
879,496.6,454.69,545.72
880,496.89,454.69,545.72
881,496.95,454.69,545.72
882,496.74,454.69,545.72
883,496.35,454.69,545.72
884,496.38,454.69,545.72
885,500.27,454.69,545.72
886,495.45,454.69,545.72
887,491.78,454.69,545.72
888,491.78,454.69,545.72
889,499.7,454.69,545.72
890,496.08,454.69,545.72
891,499.9,454.69,545.72
892,491.95,454.69,545.72
893,488.69,454.69,545.72
894,494.36,454.69,545.72
895,483.38,454.69,545.72
896,495.29,454.69,545.72
897,491.64,454.69,545.42
898,497.47,454.69,537.36
899,497.59,454.69,531.74
900,497.6,454.69,531.74
901,497.59,454.69,528.13
902,497.53,454.69,524.26
903,497.95,454.69,524.26
904,501.59,454.69,524.26
905,498.07,454.69,524.09
906,508.79,454.69,524.09
907,505.15,454.69,516.11
908,517.04,454.69,517.04
909,513.45,454.69,517.04
910,509.61,454.69,517.04
911,513.09,454.69,517.04
912,513.1,454.69,517.04
913,513.06,454.69,517.04
914,513.07,454.69,517.04
915,505.16,454.69,517.04
916,509.89,454.69,517.04
917,509.87,454.69,517.04
918,509.9,454.69,517.04
919,517.82,454.69,517.82
920,516.83,454.69,517.82
921,516.85,454.69,517.82
922,513.22,454.69,517.82
923,513.27,460.17,517.82
924,505.69,460.17,517.82
925,502.18,460.8,517.82
926,498.52,460.8,517.82
927,482.41,460.8,517.82
928,485.84,460.8,517.82
929,489.45,460.8,517.82
