Episode,Total_Reward,Moving_Average,Episode_Length,Step_Count,Success
18010,170.0,960.89,31,914373,0
18011,170.0,958.89,34,914407,0
18012,168.0,958.93,29,914436,0
18013,484.0,962.06,59,914495,0
18014,2097.0,970.66,192,914687,0
18015,1167.0,970.84,106,914793,0
18016,1135.0,963.54,113,914906,0
18017,1157.0,973.39,108,915014,0
18018,1146.0,979.96,106,915120,0
18019,371.0,981.97,43,915163,0
18020,1164.0,981.13,112,915275,0
18021,1151.0,980.27,105,915380,0
18022,1171.0,976.86,108,915488,0
18023,1226.0,977.54,111,915599,0
18024,173.0,972.52,26,915625,0
18025,1152.0,974.3,111,915736,0
18026,2085.0,983.43,211,915947,0
18027,1169.0,983.51,108,916055,0
18028,1157.0,976.33,105,916160,0
18029,172.0,966.36,26,916186,0
18030,1171.0,966.4,109,916295,0
18031,1138.0,974.04,108,916403,0
18032,2074.0,982.31,209,916612,0
18033,1232.0,989.79,112,916724,0
18034,172.0,987.78,26,916750,0
18035,1863.0,994.71,182,916932,0
18036,1171.0,994.71,107,917039,0
18037,1158.0,1002.57,105,917144,0
18038,1162.0,1012.49,110,917254,0
18039,2106.0,1015.91,208,917462,0
18040,170.0,1015.89,31,917493,0
18041,385.0,1008.11,41,917534,0
18042,1171.0,1004.8,106,917640,0
18043,1172.0,1012.79,108,917748,0
18044,373.0,1011.68,44,917792,0
18045,1158.0,1011.56,106,917898,0
18046,1144.0,1001.95,108,918006,0
18047,1171.0,1011.97,109,918115,0
18048,975.0,1011.92,91,918206,0
18049,1507.0,1011.96,142,918348,0
18050,171.0,996.16,26,918374,0
18051,1156.0,1004.02,108,918482,0
18052,373.0,986.77,41,918523,0
18053,177.0,984.81,30,918553,0
18054,167.0,975.03,35,918588,0
18055,168.0,965.04,29,918617,0
18056,1170.0,965.28,107,918724,0
18057,178.0,955.54,26,918750,0
18058,1153.0,963.34,104,918854,0
18059,1165.0,959.91,108,918962,0
18060,1151.0,967.7,106,919068,0
18061,373.0,959.94,44,919112,0
18062,1220.0,951.17,111,919223,0
18063,1860.0,958.32,197,919420,0
18064,1221.0,958.97,112,919532,0
18065,1815.0,964.95,191,919723,0
18066,172.0,954.95,26,919749,0
18067,173.0,954.97,30,919779,0
18068,1872.0,961.41,183,919962,0
18069,1154.0,952.08,109,920071,0
18070,1151.0,952.07,106,920177,0
18071,1166.0,958.89,106,920283,0
18072,393.0,961.07,46,920329,0
18073,1144.0,960.81,106,920435,0
18074,1219.0,968.12,110,920545,0
18075,2093.0,987.38,208,920753,0
18076,1171.0,987.52,110,920863,0
18077,371.0,986.38,41,920904,0
18078,1218.0,994.63,114,921018,0
18079,1147.0,1002.19,105,921123,0
18080,1218.0,1002.67,115,921238,0
18081,373.0,994.12,41,921279,0
18082,1227.0,1001.52,115,921394,0
18083,1172.0,1001.61,108,921502,0
18084,701.0,997.16,73,921575,0
18085,1171.0,997.16,110,921685,0
18086,1135.0,993.41,107,921792,0
18087,488.0,986.57,55,921847,0
18088,165.0,967.33,29,921876,0
18089,2101.0,978.51,207,922083,0
18090,1146.0,977.62,104,922187,0
18091,1157.0,970.46,111,922298,0
18092,1171.0,970.51,108,922406,0
18093,1157.0,980.37,105,922511,0
18094,172.0,980.38,30,922541,0
18095,1155.0,988.22,106,922647,0
18096,485.0,989.22,62,922709,0
18097,489.0,982.59,60,922769,0
18098,1218.0,973.91,113,922882,0
18099,374.0,973.73,40,922922,0
18100,485.0,976.89,59,922981,0
18101,1171.0,967.63,107,923088,0
18102,2064.0,976.64,203,923291,0
18103,1172.0,976.91,108,923399,0
18104,370.0,968.92,40,923439,0
18105,2177.0,979.1,214,923653,1
18106,1153.0,979.05,113,923766,0
18107,483.0,980.19,58,923824,0
18108,1167.0,980.21,108,923932,0
18109,484.0,981.21,54,923986,0
18110,1171.0,991.22,107,924093,0
18111,1866.0,1008.18,242,924335,0
18112,483.0,1011.33,59,924394,0
18113,482.0,1011.31,52,924446,0
18114,1170.0,1002.04,111,924557,0
18115,370.0,994.07,40,924597,0
18116,391.0,986.63,46,924643,0
18117,1154.0,986.6,104,924747,0
18118,1155.0,986.69,106,924853,0
18119,390.0,986.88,46,924899,0
18120,1171.0,986.95,109,925008,0
18121,1171.0,987.15,107,925115,0
18122,2104.0,996.48,212,925327,0
18123,1171.0,995.93,109,925436,0
18124,1157.0,1005.77,111,925547,0
18125,485.0,999.1,59,925606,0
18126,1855.0,996.8,211,925817,0
18127,2071.0,1005.82,203,926020,0
18128,1144.0,1005.69,105,926125,0
18129,1513.0,1019.1,142,926267,0
18130,374.0,1011.13,40,926307,0
18131,2124.0,1020.99,236,926543,0
18132,170.0,1001.95,26,926569,0
18133,1145.0,1001.08,108,926677,0
18134,1228.0,1011.64,116,926793,0
18135,2075.0,1013.76,202,926995,0
18136,1236.0,1014.41,114,927109,0
18137,2100.0,1023.83,232,927341,0
18138,1156.0,1023.77,116,927457,0
18139,1172.0,1014.43,109,927566,0
18140,1165.0,1024.38,109,927675,0
18141,1172.0,1032.25,107,927782,0
18142,391.0,1024.45,51,927833,0
18143,484.0,1017.57,57,927890,0
18144,1748.0,1031.32,205,928095,0
18145,1170.0,1031.44,111,928206,0
18146,1172.0,1031.72,106,928312,0
18147,1167.0,1031.68,107,928419,0
18148,494.0,1026.87,63,928482,0
18149,1172.0,1023.52,108,928590,0
18150,1146.0,1033.27,104,928694,0
18151,1161.0,1033.32,110,928804,0
18152,1163.0,1041.22,105,928909,0
18153,1978.0,1059.23,178,929087,0
18154,1171.0,1069.27,110,929197,0
18155,1509.0,1082.68,139,929336,0
18156,1889.0,1089.87,177,929513,0
18157,2102.0,1109.11,196,929709,0
18158,1153.0,1109.11,106,929815,0
18159,1918.0,1116.64,207,930022,0
18160,2058.0,1125.71,260,930282,0
18161,1145.0,1133.43,106,930388,0
18162,1155.0,1132.78,107,930495,0
18163,1152.0,1125.7,109,930604,0
18164,695.0,1120.44,70,930674,0
18165,1155.0,1113.84,115,930789,0
18166,374.0,1115.86,40,930829,0
18167,1237.0,1126.5,111,930940,0
18168,2092.0,1128.7,238,931178,0
18169,168.0,1118.84,30,931208,0
18170,2130.0,1128.63,206,931414,0
18171,1146.0,1128.43,108,931522,0
18172,1900.0,1143.5,181,931703,0
18173,173.0,1133.79,26,931729,0
18174,1154.0,1133.14,104,931833,0
18175,2120.0,1133.41,193,932026,0
18176,172.0,1123.42,31,932057,0
18177,483.0,1124.54,65,932122,0
18178,1804.0,1130.4,188,932310,0
18179,168.0,1120.61,28,932338,0
18180,1150.0,1119.93,113,932451,0
18181,172.0,1117.92,26,932477,0
18182,2077.0,1126.42,222,932699,0
18183,174.0,1116.44,27,932726,0
18184,1145.0,1120.88,107,932833,0
18185,175.0,1110.92,27,932860,0
18186,2087.0,1120.44,205,933065,0
18187,1171.0,1127.27,113,933178,0
18188,1234.0,1137.96,117,933295,0
18189,953.0,1126.48,89,933384,0
18190,1222.0,1127.24,113,933497,0
18191,2094.0,1136.61,240,933737,0
18192,1148.0,1136.38,111,933848,0
18193,2177.0,1146.58,213,934061,1
18194,1158.0,1156.44,105,934166,0
18195,2107.0,1165.96,226,934392,0
18196,484.0,1165.95,57,934449,0
18197,1830.0,1179.36,206,934655,0
18198,2163.0,1188.81,239,934894,1
18199,1151.0,1196.58,107,935001,0
18200,376.0,1195.49,40,935041,0
18201,2128.0,1205.06,206,935247,0
18202,368.0,1188.1,41,935288,0
18203,373.0,1180.11,41,935329,0
18204,484.0,1181.25,59,935388,0
18205,370.0,1163.18,40,935428,0
18206,168.0,1153.33,26,935454,0
18207,371.0,1152.21,40,935494,0
18208,2151.0,1162.05,330,935824,1
18209,1158.0,1168.79,109,935933,0
18210,2094.0,1178.02,205,936138,0
18211,2174.0,1181.1,234,936372,1
18212,1163.0,1187.9,106,936478,0
18213,2092.0,1204.0,185,936663,0
18214,695.0,1199.25,67,936730,0
18215,1169.0,1207.24,107,936837,0
18216,369.0,1207.02,42,936879,0
18217,1157.0,1207.05,113,936992,0
18218,2091.0,1216.41,185,937177,0
18219,1512.0,1227.63,139,937316,0
18220,374.0,1219.66,40,937356,0
18221,1161.0,1219.56,105,937461,0
18222,1222.0,1210.74,117,937578,0
18223,484.0,1203.87,55,937633,0
18224,376.0,1196.06,40,937673,0
18225,374.0,1194.95,40,937713,0
18226,1159.0,1187.99,105,937818,0
18227,486.0,1172.14,55,937873,0
18228,172.0,1162.42,29,937902,0
18229,1220.0,1159.49,112,938014,0
18230,1977.0,1175.52,193,938207,0
18231,483.0,1159.11,55,938262,0
18232,1927.0,1176.68,205,938467,0
18233,1155.0,1176.78,111,938578,0
18234,1342.0,1177.92,132,938710,0
18235,1218.0,1169.35,114,938824,0
18236,1144.0,1168.43,107,938931,0
18237,1170.0,1159.13,106,939037,0
18238,1221.0,1159.78,111,939148,0
18239,1138.0,1159.44,110,939258,0
18240,1967.0,1167.46,185,939443,0
18241,1170.0,1167.44,106,939549,0
18242,1172.0,1175.25,110,939659,0
18243,370.0,1174.11,44,939703,0
18244,373.0,1160.36,39,939742,0
18245,1147.0,1160.13,106,939848,0
18246,169.0,1150.1,27,939875,0
18247,987.0,1148.3,94,939969,0
18248,176.0,1145.12,28,939997,0
18249,1231.0,1145.71,114,940111,0
18250,172.0,1135.97,28,940139,0
18251,370.0,1128.06,41,940180,0
18252,1220.0,1128.63,111,940291,0
18253,2094.0,1129.79,202,940493,0
18254,1216.0,1130.24,116,940609,0
18255,179.0,1116.94,30,940639,0
18256,690.0,1104.95,73,940712,0
18257,374.0,1087.67,40,940752,0
18258,486.0,1081.0,53,940805,0
18259,1932.0,1081.14,213,941018,0
18260,2180.0,1082.36,198,941216,1
18261,1169.0,1082.6,107,941323,0
18262,174.0,1072.79,29,941352,0
18263,1156.0,1072.83,112,941464,0
18264,1145.0,1077.33,106,941570,0
18265,1150.0,1077.28,107,941677,0
18266,484.0,1078.38,56,941733,0
18267,1171.0,1077.72,105,941838,0
18268,1155.0,1068.35,116,941954,0
18269,1219.0,1078.86,112,942066,0
18270,1218.0,1069.74,118,942184,0
18271,1501.0,1073.29,155,942339,0
18272,1226.0,1066.55,114,942453,0
18273,1171.0,1076.53,107,942560,0
18274,1870.0,1083.69,217,942777,0
18275,1169.0,1074.18,107,942884,0
18276,173.0,1074.19,28,942912,0
18277,375.0,1073.11,40,942952,0
18278,1153.0,1066.6,108,943060,0
18279,371.0,1068.63,40,943100,0
18280,1244.0,1069.57,123,943223,0
18281,171.0,1069.56,27,943250,0
18282,1172.0,1060.51,107,943357,0
18283,487.0,1063.64,56,943413,0
18284,1218.0,1064.37,118,943531,0
18285,483.0,1067.45,55,943586,0
18286,687.0,1053.45,67,943653,0
18287,1170.0,1053.44,106,943759,0
18288,485.0,1045.95,62,943821,0
18289,1142.0,1047.84,110,943931,0
18290,1171.0,1047.33,108,944039,0
18291,2091.0,1047.3,186,944225,0
18292,1811.0,1053.93,230,944455,0
18293,2169.0,1053.85,200,944655,1
18294,1238.0,1054.65,111,944766,0
18295,1218.0,1045.76,111,944877,0
18296,1146.0,1052.38,109,944986,0
18297,395.0,1038.03,45,945031,0
18298,1166.0,1028.06,107,945138,0
18299,1145.0,1028.0,106,945244,0
18300,165.0,1025.89,26,945270,0
18301,1154.0,1016.15,116,945386,0
18302,1158.0,1024.05,106,945492,0
18303,487.0,1025.19,53,945545,0
18304,392.0,1024.27,46,945591,0
18305,1162.0,1032.19,110,945701,0
18306,1165.0,1042.16,110,945811,0
18307,169.0,1040.14,26,945837,0
18308,1145.0,1030.08,107,945944,0
18309,370.0,1022.2,41,945985,0
18310,960.0,1010.86,96,946081,0
18311,1143.0,1000.55,106,946187,0
18312,1170.0,1000.62,111,946298,0
18313,1172.0,991.42,109,946407,0
18314,394.0,988.41,45,946452,0
18315,1282.0,989.54,129,946581,0
18316,486.0,990.71,62,946643,0
18317,1220.0,991.34,112,946755,0
18318,2109.0,991.52,205,946960,0
18319,1172.0,988.12,106,947066,0
18320,1156.0,995.94,106,947172,0
18321,2098.0,1005.31,208,947380,0
18322,1157.0,1004.66,106,947486,0
18323,2096.0,1020.78,212,947698,0
18324,2123.0,1038.25,190,947888,0
18325,1227.0,1046.78,113,948001,0
18326,1906.0,1054.25,181,948182,0
18327,1170.0,1061.09,111,948293,0
18328,1167.0,1071.04,108,948401,0
18329,482.0,1063.66,62,948463,0
18330,1144.0,1055.33,107,948570,0
18331,1146.0,1061.96,105,948675,0
18332,1169.0,1054.38,113,948788,0
18333,989.0,1052.72,101,948889,0
18334,170.0,1041.0,26,948915,0
18335,170.0,1030.52,27,948942,0
18336,481.0,1023.89,56,948998,0
18337,374.0,1015.93,40,949038,0
18338,1155.0,1015.27,108,949146,0
18339,1871.0,1022.6,194,949340,0
18340,1145.0,1014.38,108,949448,0
18341,1146.0,1014.14,110,949558,0
18342,1172.0,1014.14,106,949664,0
18343,1172.0,1022.16,108,949772,0
18344,2123.0,1039.66,246,950018,0
18345,175.0,1029.94,30,950048,0
18346,1146.0,1039.71,107,950155,0
18347,1156.0,1041.4,115,950270,0
18348,1166.0,1051.3,110,950380,0
18349,1160.0,1050.59,114,950494,0
18350,2109.0,1069.96,208,950702,0
18351,1157.0,1077.83,110,950812,0
18352,372.0,1069.35,40,950852,0
18353,368.0,1052.09,40,950892,0
18354,1160.0,1051.53,105,950997,0
18355,486.0,1054.6,56,951053,0
18356,1856.0,1066.26,219,951272,0
18357,2110.0,1083.62,213,951485,0
18358,1171.0,1090.47,106,951591,0
18359,1158.0,1082.73,107,951698,0
18360,2180.0,1082.73,200,951898,1
18361,1216.0,1083.2,119,952017,0
18362,1157.0,1093.03,111,952128,0
18363,169.0,1083.16,26,952154,0
18364,483.0,1076.54,52,952206,0
18365,1223.0,1077.27,114,952320,0
18366,1171.0,1084.14,106,952426,0
18367,485.0,1077.28,53,952479,0
18368,696.0,1072.69,74,952553,0
18369,1245.0,1072.95,118,952671,0
18370,483.0,1065.6,62,952733,0
18371,388.0,1054.47,47,952780,0
18372,487.0,1047.08,52,952832,0
18373,369.0,1039.06,41,952873,0
18374,1156.0,1031.92,114,952987,0
18375,173.0,1021.96,27,953014,0
18376,1171.0,1031.94,108,953122,0
18377,372.0,1031.91,42,953164,0
18378,1505.0,1035.43,145,953309,0
18379,1160.0,1043.32,105,953414,0
18380,170.0,1032.58,29,953443,0
18381,371.0,1034.58,40,953483,0
18382,485.0,1027.71,56,953539,0
18383,481.0,1027.65,55,953594,0
18384,2074.0,1036.21,188,953782,0
18385,1144.0,1042.82,107,953889,0
18386,1219.0,1048.14,115,954004,0
18387,1171.0,1048.15,111,954115,0
18388,1157.0,1054.87,109,954224,0
18389,1171.0,1055.16,108,954332,0
18390,173.0,1045.18,28,954360,0
18391,1164.0,1035.91,105,954465,0
18392,1515.0,1032.95,139,954604,0
18393,371.0,1014.97,41,954645,0
18394,1235.0,1014.94,111,954756,0
18395,1823.0,1020.99,381,955137,0
18396,2086.0,1030.39,195,955332,0
18397,1172.0,1038.16,108,955440,0
18398,484.0,1031.34,62,955502,0
18399,1227.0,1032.16,114,955616,0
18400,1146.0,1041.97,105,955721,0
18401,1159.0,1042.02,105,955826,0
18402,485.0,1035.29,54,955880,0
18403,1227.0,1042.69,118,955998,0
18404,1147.0,1050.24,108,956106,0
18405,484.0,1043.46,56,956162,0
18406,1169.0,1043.5,105,956267,0
18407,170.0,1043.51,27,956294,0
18408,1170.0,1043.76,108,956402,0
18409,370.0,1043.76,40,956442,0
18410,1897.0,1053.13,176,956618,0
18411,485.0,1046.55,55,956673,0
18412,963.0,1044.48,90,956763,0
18413,1146.0,1044.22,106,956869,0
18414,1171.0,1051.99,108,956977,0
18415,1225.0,1051.42,113,957090,0
18416,1219.0,1058.75,115,957205,0
18417,175.0,1048.3,28,957233,0
18418,394.0,1031.15,44,957277,0
18419,2188.0,1041.31,204,957481,1
18420,374.0,1033.49,40,957521,0
18421,1170.0,1024.21,112,957633,0
18422,371.0,1016.35,40,957673,0
18423,1160.0,1006.99,106,957779,0
18424,2100.0,1006.76,194,957973,0
18425,1220.0,1006.69,112,958085,0
18426,1347.0,1001.1,131,958216,0
18427,1219.0,1001.59,118,958334,0
18428,1218.0,1002.1,118,958452,0
18429,1220.0,1009.48,111,958563,0
18430,1237.0,1010.41,111,958674,0
18431,399.0,1002.94,44,958718,0
18432,1228.0,1003.53,113,958831,0
18433,1155.0,1005.19,112,958943,0
18434,2071.0,1024.2,223,959166,0
18435,1157.0,1034.07,106,959272,0
18436,977.0,1039.03,93,959365,0
18437,1160.0,1046.89,111,959476,0
18438,392.0,1039.26,49,959525,0
18439,1865.0,1039.2,179,959704,0
18440,1232.0,1040.07,112,959816,0
18441,1171.0,1040.32,109,959925,0
18442,1169.0,1040.29,107,960032,0
18443,1158.0,1040.15,107,960139,0
18444,393.0,1022.85,45,960184,0
18445,984.0,1030.94,96,960280,0
18446,170.0,1021.18,27,960307,0
18447,2069.0,1030.31,205,960512,0
18448,390.0,1022.55,46,960558,0
18449,1155.0,1022.5,114,960672,0
18450,1169.0,1013.1,109,960781,0
18451,985.0,1011.38,92,960873,0
18452,168.0,1009.34,26,960899,0
18453,2094.0,1026.6,209,961108,0
18454,378.0,1018.78,39,961147,0
18455,1218.0,1026.1,111,961258,0
18456,370.0,1011.24,41,961299,0
18457,486.0,995.0,59,961358,0
18458,391.0,987.2,45,961403,0
18459,169.0,977.31,31,961434,0
18460,1219.0,967.7,115,961549,0
18461,1171.0,967.25,111,961660,0
18462,1234.0,968.02,115,961775,0
18463,1234.0,978.67,116,961891,0
18464,1230.0,986.14,112,962003,0
18465,371.0,977.62,42,962045,0
18466,1152.0,977.43,108,962153,0
18467,1221.0,984.79,113,962266,0
18468,1159.0,989.42,106,962372,0
18469,968.0,986.65,93,962465,0
18470,1146.0,993.28,106,962571,0
18471,1166.0,1001.06,112,962683,0
18472,1170.0,1007.89,109,962792,0
18473,370.0,1007.9,40,962832,0
18474,1151.0,1007.85,106,962938,0
18475,171.0,1007.83,28,962966,0
18476,1152.0,1007.64,106,963072,0
18477,1169.0,1015.61,107,963179,0
18478,1155.0,1012.11,106,963285,0
18479,174.0,1002.25,27,963312,0
18480,1355.0,1014.1,126,963438,0
18481,369.0,1014.08,40,963478,0
18482,1159.0,1020.82,111,963589,0
18483,2100.0,1037.01,204,963793,0
18484,1171.0,1027.98,110,963903,0
18485,169.0,1018.23,27,963930,0
18486,2181.0,1027.85,201,964131,1
18487,1166.0,1027.8,108,964239,0
18488,491.0,1021.14,62,964301,0
18489,2090.0,1030.33,204,964505,0
18490,481.0,1033.41,54,964559,0
18491,1152.0,1033.29,104,964663,0
18492,1219.0,1030.33,116,964779,0
18493,1170.0,1038.32,108,964887,0
18494,1166.0,1037.63,107,964994,0
18495,1159.0,1030.99,106,965100,0
18496,1166.0,1021.79,109,965209,0
18497,1151.0,1021.58,105,965314,0
18498,371.0,1020.45,40,965354,0
18499,170.0,1009.88,26,965380,0
18500,1233.0,1010.75,116,965496,0
18501,1169.0,1010.85,107,965603,0
18502,1161.0,1017.61,110,965713,0
18503,482.0,1010.16,57,965770,0
18504,400.0,1002.69,45,965815,0
18505,1172.0,1009.57,107,965922,0
18506,484.0,1002.72,55,965977,0
18507,1237.0,1013.39,114,966091,0
18508,171.0,1003.4,26,966117,0
18509,1146.0,1011.16,108,966225,0
18510,1235.0,1004.54,112,966337,0
18511,1171.0,1011.4,109,966446,0
18512,175.0,1003.52,26,966472,0
18513,2119.0,1013.25,205,966677,0
18514,1246.0,1014.0,116,966793,0
18515,1145.0,1013.2,108,966901,0
18516,488.0,1005.89,55,966956,0
18517,1144.0,1015.58,108,967064,0
18518,170.0,1013.34,27,967091,0
18519,1156.0,1003.02,115,967206,0
18520,485.0,1004.13,54,967260,0
18521,1166.0,1004.09,106,967366,0
18522,483.0,1005.21,53,967419,0
18523,1158.0,1005.19,112,967531,0
18524,1144.0,995.63,107,967638,0
18525,1157.0,995.0,108,967746,0
18526,170.0,983.23,26,967772,0
18527,2144.0,992.48,214,967986,0
18528,373.0,984.03,41,968027,0
18529,1164.0,983.47,108,968135,0
18530,1221.0,983.31,111,968246,0
18531,170.0,981.02,26,968272,0
18532,1145.0,980.19,105,968377,0
18533,169.0,970.33,29,968406,0
18534,2096.0,970.58,217,968623,0
18535,169.0,960.7,28,968651,0
18536,390.0,954.83,47,968698,0
18537,2076.0,963.99,249,968947,0
18538,686.0,966.93,67,969014,0
18539,1168.0,959.96,109,969123,0
18540,1164.0,959.28,111,969234,0
18541,1167.0,959.24,110,969344,0
18542,395.0,951.5,45,969389,0
18543,1164.0,951.56,110,969499,0
18544,1221.0,959.84,110,969609,0
18545,1171.0,961.71,109,969718,0
18546,1150.0,971.51,104,969822,0
18547,385.0,954.67,41,969863,0
18548,2097.0,971.74,209,970072,0
18549,2067.0,980.86,190,970262,0
18550,393.0,973.1,45,970307,0
18551,1172.0,974.97,108,970415,0
18552,1218.0,985.47,113,970528,0
18553,1228.0,976.81,117,970645,0
18554,169.0,974.72,27,970672,0
18555,1168.0,974.22,105,970777,0
18556,1236.0,982.88,111,970888,0
18557,1172.0,989.74,107,970995,0
18558,1171.0,997.54,107,971102,0
18559,1157.0,1007.42,108,971210,0
18560,169.0,996.92,32,971242,0
18561,392.0,989.13,47,971289,0
18562,484.0,981.63,59,971348,0
18563,1146.0,980.75,108,971456,0
18564,2177.0,990.22,191,971647,1
18565,1153.0,998.04,106,971753,0
18566,1218.0,998.7,114,971867,0
18567,483.0,991.32,57,971924,0
18568,2132.0,1001.05,242,972166,0
18569,174.0,993.11,26,972192,0
18570,1152.0,993.17,104,972296,0
18571,1149.0,993.0,105,972401,0
18572,2144.0,1002.74,218,972619,0
18573,988.0,1008.92,96,972715,0
18574,1145.0,1008.86,110,972825,0
18575,1172.0,1018.87,109,972934,0
18576,1152.0,1018.87,109,973043,0
18577,1948.0,1026.66,183,973226,0
18578,1156.0,1026.67,111,973337,0
18579,1162.0,1036.55,107,973444,0
18580,170.0,1024.7,28,973472,0
18581,170.0,1022.71,26,973498,0
18582,2125.0,1032.37,233,973731,0
18583,1147.0,1022.84,107,973838,0
18584,484.0,1015.97,58,973896,0
18585,2186.0,1036.14,214,974110,1
18586,1166.0,1025.99,116,974226,0
18587,1149.0,1025.82,107,974333,0
18588,370.0,1024.61,41,974374,0
18589,373.0,1007.44,40,974414,0
18590,1164.0,1014.27,109,974523,0
18591,1156.0,1014.31,107,974630,0
18592,174.0,1003.86,26,974656,0
18593,171.0,993.87,27,974683,0
18594,1171.0,993.92,107,974790,0
18595,1160.0,993.93,106,974896,0
18596,2048.0,1002.75,290,975186,0
18597,1159.0,1002.83,114,975300,0
18598,1145.0,1010.57,107,975407,0
18599,174.0,1010.61,26,975433,0
18600,1158.0,1009.86,112,975545,0
18601,1229.0,1010.46,114,975659,0
18602,1151.0,1010.36,107,975766,0
18603,1145.0,1016.99,107,975873,0
18604,490.0,1017.89,61,975934,0
18605,1220.0,1018.37,113,976047,0
18606,1155.0,1025.08,109,976156,0
18607,2099.0,1033.7,190,976346,0
18608,695.0,1038.94,70,976416,0
18609,1171.0,1039.19,105,976521,0
18610,1168.0,1038.52,107,976628,0
18611,1870.0,1045.51,187,976815,0
18612,1751.0,1061.27,204,977019,0
18613,1172.0,1051.8,107,977126,0
18614,173.0,1041.07,27,977153,0
18615,391.0,1033.53,52,977205,0
18616,1218.0,1040.83,112,977317,0
18617,2096.0,1050.35,189,977506,0
18618,1170.0,1060.35,112,977618,0
18619,1166.0,1060.45,109,977727,0
18620,2075.0,1076.35,203,977930,0
18621,1171.0,1076.4,107,978037,0
18622,1165.0,1083.22,106,978143,0
18623,1170.0,1083.34,107,978250,0
18624,388.0,1075.78,51,978301,0
18625,1161.0,1075.82,107,978408,0
18626,1156.0,1085.68,112,978520,0
18627,1169.0,1075.93,108,978628,0
18628,1251.0,1084.71,121,978749,0
18629,1514.0,1088.21,148,978897,0
18630,1138.0,1087.38,113,979010,0
18631,1235.0,1098.03,115,979125,0
18632,970.0,1096.28,92,979217,0
18633,1139.0,1105.98,109,979326,0
18634,1172.0,1096.74,107,979433,0
18635,1144.0,1106.49,105,979538,0
18636,2097.0,1123.56,201,979739,0
18637,1218.0,1114.98,115,979854,0
18638,1136.0,1119.48,114,979968,0
18639,1169.0,1119.49,110,980078,0
18640,2165.0,1129.5,216,980294,1
18641,1512.0,1132.95,142,980436,0
18642,1158.0,1140.58,108,980544,0
18643,1155.0,1140.49,108,980652,0
18644,483.0,1133.11,58,980710,0
18645,1151.0,1132.91,117,980827,0
18646,374.0,1125.15,40,980867,0
18647,1237.0,1133.67,112,980979,0
18648,1168.0,1124.38,108,981087,0
18649,1151.0,1115.22,110,981197,0
18650,1144.0,1122.73,108,981305,0
18651,1145.0,1122.46,106,981411,0
18652,2180.0,1132.08,233,981644,1
18653,1156.0,1131.36,115,981759,0
18654,2118.0,1150.85,246,982005,0
18655,1170.0,1150.87,112,982117,0
18656,1160.0,1150.11,108,982225,0
18657,1164.0,1150.03,111,982336,0
18658,1748.0,1155.8,206,982542,0
18659,1218.0,1156.41,114,982656,0
18660,1171.0,1166.43,106,982762,0
18661,1154.0,1174.05,111,982873,0
18662,166.0,1170.87,27,982900,0
18663,1151.0,1170.92,105,983005,0
18664,1150.0,1160.65,105,983110,0
18665,1830.0,1167.42,197,983307,0
18666,373.0,1158.97,45,983352,0
18667,1827.0,1172.41,183,983535,0
18668,1160.0,1162.69,108,983643,0
18669,174.0,1162.69,30,983673,0
18670,1172.0,1162.89,110,983783,0
18671,1501.0,1166.41,149,983932,0
18672,1512.0,1160.09,147,984079,0
18673,2129.0,1171.5,205,984284,0
18674,1156.0,1171.61,109,984393,0
18675,1148.0,1171.37,106,984499,0
18676,389.0,1163.74,45,984544,0
18677,173.0,1145.99,27,984571,0
18678,1165.0,1146.08,107,984678,0
18679,2099.0,1155.45,198,984876,0
18680,1151.0,1165.26,105,984981,0
18681,2178.0,1185.34,217,985198,1
18682,370.0,1167.79,41,985239,0
18683,1136.0,1167.68,109,985348,0
18684,1171.0,1174.55,107,985455,0
18685,1171.0,1164.4,109,985564,0
18686,1171.0,1164.45,108,985672,0
18687,392.0,1156.88,49,985721,0
18688,1232.0,1165.5,113,985834,0
18689,1172.0,1173.49,109,985943,0
18690,1139.0,1173.24,111,986054,0
18691,1167.0,1173.35,108,986162,0
18692,1133.0,1182.94,116,986278,0
18693,1156.0,1192.79,105,986383,0
18694,1220.0,1193.28,114,986497,0
18695,392.0,1185.6,45,986542,0
18696,174.0,1166.86,27,986569,0
18697,1217.0,1167.44,111,986680,0
18698,2125.0,1177.24,211,986891,0
18699,385.0,1179.35,44,986935,0
18700,1227.0,1180.04,113,987048,0
18701,1170.0,1179.45,105,987153,0
18702,1748.0,1185.42,225,987378,0
18703,1172.0,1185.69,106,987484,0
18704,486.0,1185.65,59,987543,0
18705,370.0,1177.15,41,987584,0
18706,165.0,1167.25,30,987614,0
18707,177.0,1148.03,31,987645,0
18708,2123.0,1162.31,206,987851,0
18709,1171.0,1162.31,112,987963,0
18710,167.0,1152.3,32,987995,0
18711,1159.0,1145.19,107,988102,0
18712,1218.0,1139.86,117,988219,0
18713,168.0,1129.82,31,988250,0
18714,675.0,1134.84,65,988315,0
18715,371.0,1134.64,41,988356,0
18716,1172.0,1134.18,109,988465,0
18717,2097.0,1134.19,202,988667,0
18718,170.0,1124.19,28,988695,0
18719,2129.0,1133.82,206,988901,0
18720,482.0,1117.89,59,988960,0
18721,1172.0,1117.9,109,989069,0
18722,384.0,1110.09,55,989124,0
18723,1290.0,1111.29,136,989260,0
18724,1121.0,1118.62,132,989392,0
18725,172.0,1108.73,27,989419,0
18726,2178.0,1118.95,206,989625,1
18727,482.0,1112.08,58,989683,0
